Num_Cta,Cli_codigo,TipoCuenta,Sucursal,FechaApertura,Saldo
191-10681-30,C0681,CTA AHORROS SOLES,Lince,16/10/2019,13911.29
191-10682-16,C0682,CTA AHORROS DOLARES,Lince,08/02/2015,6653.08
191-10683-60,C0683,CTA CORRIENTE,Surco,24/07/2024,10593.67
191-10684-69,C0684,CTA CORRIENTE,Cajamarca,25/11/2011,967.74
191-10685-41,C0685,CTA AHORROS SOLES,Callao,26/09/2011,10245.04
191-10686-26,C0686,CTA AHORROS DOLARES,Miraflores,12/10/2014,882.84
191-10687-64,C0687,CTA AHORROS SOLES,Cajamarca,12/09/2016,4297.2
191-10688-21,C0688,CTA AHORROS SOLES,Lince,29/04/2020,1052.03
191-10689-68,C0689,CTA CORRIENTE,Cajamarca,01/03/2012,3973.23
191-10690-44,C0690,CTA AHORROS SOLES,Cajamarca,20/03/2010,13462.87
191-10691-38,C0691,CTA AHORROS SOLES,Callao,13/03/2024,5245.35
191-10692-13,C0692,CTA AHORROS SOLES,La Molina,17/05/2019,8899.94
191-10693-50,C0693,CTA AHORROS SOLES,Cajamarca,19/08/2015,1515.64
191-10694-15,C0694,CTA CORRIENTE,Surco,11/06/2019,7907.95
191-10695-96,C0695,CTA CORRIENTE,Miraflores,06/03/2019,9657.16
191-10696-97,C0696,CTA CORRIENTE,Lince,11/06/2018,7918.31
191-10697-56,C0697,CTA AHORROS DOLARES,San Isidro,04/05/2022,7077.96
191-10698-45,C0698,CTA CORRIENTE,Surco,28/09/2020,14733.93
191-10699-51,C0699,CTA AHORROS DOLARES,Lince,29/09/2016,4998.84
191-10700-63,C0700,CTA CORRIENTE,Cajamarca,10/05/2018,4635.18
191-10701-11,C0701,CTA AHORROS DOLARES,Miraflores,27/12/2019,4053.01
191-10702-37,C0702,CTA AHORROS SOLES,Miraflores,05/11/2014,5805.16
191-10703-26,C0703,CTA AHORROS SOLES,Surco,23/08/2021,6536.09
191-10704-18,C0704,CTA AHORROS DOLARES,Lince,21/01/2022,8155.99
191-10705-66,C0705,CTA AHORROS SOLES,Cajamarca,21/12/2022,5694.74
191-10706-71,C0706,CTA CORRIENTE,Lince,18/01/2010,2016.51
191-10707-18,C0707,CTA CORRIENTE,Callao,07/07/2013,3077.55
191-10708-97,C0708,CTA AHORROS SOLES,San Isidro,29/11/2019,3237.07
191-10709-22,C0709,CTA AHORROS SOLES,Cajamarca,04/08/2022,10151.32
191-10710-41,C0710,CTA AHORROS SOLES,Lince,01/01/2021,755.02
191-10711-12,C0711,CTA AHORROS SOLES,San Isidro,23/01/2024,13560.12
191-10712-72,C0712,CTA CORRIENTE,La Molina,31/05/2023,2803.13
191-10713-77,C0713,CTA AHORROS SOLES,Callao,11/03/2020,810.61
191-10714-70,C0714,CTA CORRIENTE,La Molina,31/01/2010,5663.48
191-10715-61,C0715,CTA CORRIENTE,Lince,26/07/2012,12627.42
191-10716-97,C0716,CTA AHORROS SOLES,Lince,16/11/2016,11436.96
191-10717-29,C0717,CTA AHORROS SOLES,Lince,17/02/2020,14665.8
191-10718-30,C0718,CTA AHORROS SOLES,San Isidro,23/09/2016,7087.67
191-10719-52,C0719,CTA CORRIENTE,Surco,27/03/2020,4928.89
191-10720-92,C0720,CTA AHORROS SOLES,Lince,11/02/2010,6314.63
191-10721-74,C0721,CTA AHORROS SOLES,San Isidro,07/12/2023,3206.7
191-10722-72,C0722,CTA CORRIENTE,Surco,07/08/2014,11366.02
191-10723-77,C0723,CTA CORRIENTE,Cajamarca,23/01/2015,9158.76
191-10724-65,C0724,CTA AHORROS SOLES,San Isidro,21/07/2013,10248.97
191-10725-62,C0725,CTA AHORROS DOLARES,Miraflores,20/11/2024,949.01
191-10726-97,C0726,CTA AHORROS DOLARES,Miraflores,09/06/2016,5083.12
191-10727-61,C0727,CTA AHORROS SOLES,Callao,24/09/2015,11584.47
191-10728-18,C0728,CTA AHORROS DOLARES,Lince,02/12/2013,2640.38
191-10729-51,C0729,CTA AHORROS SOLES,San Isidro,17/02/2010,13071.75
191-10730-69,C0730,CTA CORRIENTE,Cajamarca,17/08/2020,6791.62
191-10731-26,C0731,CTA AHORROS SOLES,La Molina,15/12/2010,12640.83
191-10732-63,C0732,CTA AHORROS SOLES,Miraflores,29/07/2022,977.65
191-10733-68,C0733,CTA AHORROS SOLES,Surco,19/12/2013,14250.63
191-10734-34,C0734,CTA AHORROS DOLARES,Callao,19/05/2020,6137.4
191-10735-38,C0735,CTA AHORROS SOLES,Cajamarca,01/07/2023,10093.75
191-10736-37,C0736,CTA CORRIENTE,Lince,09/09/2018,10989.74
191-10737-19,C0737,CTA AHORROS SOLES,Surco,18/02/2011,3419.26
191-10738-44,C0738,CTA AHORROS SOLES,Surco,18/06/2013,10056.18
191-10739-81,C0739,CTA AHORROS DOLARES,Callao,26/03/2011,7170.82
191-10740-24,C0740,CTA CORRIENTE,La Molina,13/12/2012,12361.05
191-10741-79,C0741,CTA AHORROS SOLES,La Molina,26/01/2024,1850.46
191-10742-62,C0742,CTA AHORROS SOLES,Surco,30/10/2010,11894.6
191-10743-88,C0743,CTA AHORROS DOLARES,Lince,04/07/2011,12010.35
191-10744-23,C0744,CTA AHORROS DOLARES,Surco,16/02/2012,8680.55
191-10745-73,C0745,CTA AHORROS DOLARES,Miraflores,03/04/2012,9001.47
191-10746-37,C0746,CTA AHORROS SOLES,Callao,06/10/2011,4639.28
191-10747-83,C0747,CTA AHORROS DOLARES,Miraflores,17/07/2018,4355.51
191-10748-33,C0748,CTA AHORROS SOLES,Lince,10/01/2018,2471.61
191-10749-23,C0749,CTA CORRIENTE,Lince,08/05/2012,2646.24
191-10750-33,C0750,CTA AHORROS SOLES,La Molina,07/01/2021,8140.79
191-10751-34,C0751,CTA AHORROS SOLES,Surco,25/02/2021,2465.97
191-10752-37,C0752,CTA AHORROS SOLES,Callao,11/05/2022,14997.47
191-10753-34,C0753,CTA CORRIENTE,La Molina,17/05/2014,1975.89
191-10754-23,C0754,CTA AHORROS DOLARES,La Molina,14/04/2024,1356.5
191-10755-97,C0755,CTA CORRIENTE,Surco,28/01/2016,9084.72
191-10756-29,C0756,CTA AHORROS SOLES,San Isidro,12/09/2014,2850.56
191-10757-65,C0757,CTA AHORROS SOLES,La Molina,30/07/2016,2003.78
191-10758-33,C0758,CTA CORRIENTE,Callao,30/10/2023,1087.61
191-10759-90,C0759,CTA AHORROS SOLES,Miraflores,03/02/2011,560.32
191-10760-82,C0760,CTA AHORROS SOLES,Cajamarca,25/10/2023,13545.68
191-10761-48,C0761,CTA AHORROS SOLES,La Molina,07/11/2019,13195.03
191-10762-84,C0762,CTA AHORROS DOLARES,Callao,18/09/2015,3114.67
191-10763-16,C0763,CTA CORRIENTE,Lince,09/03/2011,14022.75
191-10764-25,C0764,CTA AHORROS SOLES,Callao,07/02/2022,13523.28
191-10765-84,C0765,CTA CORRIENTE,Surco,24/08/2013,13818.53
191-10766-29,C0766,CTA AHORROS DOLARES,La Molina,25/11/2021,5388.61
191-10767-12,C0767,CTA CORRIENTE,Callao,14/10/2012,11792.47
191-10768-93,C0768,CTA AHORROS SOLES,Cajamarca,20/12/2018,2046.49
191-10769-35,C0769,CTA AHORROS SOLES,Surco,27/01/2022,10284.07
191-10770-74,C0770,CTA AHORROS SOLES,Lince,07/09/2021,12479.32
191-10771-17,C0771,CTA CORRIENTE,La Molina,14/09/2019,10283.41
191-10772-46,C0772,CTA AHORROS SOLES,Lince,09/12/2011,13764.05
191-10773-76,C0773,CTA CORRIENTE,La Molina,25/03/2017,4971.68
191-10774-44,C0774,CTA AHORROS SOLES,Surco,25/11/2015,10012.25
191-10775-19,C0775,CTA AHORROS SOLES,La Molina,14/03/2013,8557.76
191-10776-33,C0776,CTA AHORROS SOLES,Miraflores,07/03/2017,10009.43
191-10777-46,C0777,CTA AHORROS SOLES,Cajamarca,18/01/2012,2138.82
191-10778-41,C0778,CTA AHORROS SOLES,San Isidro,15/10/2018,829.97
191-10779-84,C0779,CTA CORRIENTE,San Isidro,30/07/2012,996.28
191-10780-35,C0780,CTA AHORROS DOLARES,La Molina,06/11/2020,3789.64
191-10781-19,C0781,CTA CORRIENTE,Lince,30/08/2024,2045.84
191-10782-65,C0782,CTA AHORROS DOLARES,La Molina,01/07/2018,1914.07
191-10783-58,C0783,CTA CORRIENTE,Lince,13/08/2017,13928.62
191-10784-68,C0784,CTA AHORROS DOLARES,Miraflores,11/11/2019,3591.0
191-10785-10,C0785,CTA AHORROS DOLARES,San Isidro,27/11/2020,8448.03
191-10786-59,C0786,CTA AHORROS SOLES,Lince,26/09/2022,8394.91
191-10787-21,C0787,CTA CORRIENTE,Lince,31/12/2024,12327.77
191-10788-87,C0788,CTA AHORROS DOLARES,Lince,27/05/2020,4307.15
191-10789-70,C0789,CTA AHORROS SOLES,Surco,27/06/2015,5115.45
191-10790-29,C0790,CTA AHORROS DOLARES,Callao,16/12/2012,13296.37
191-10791-22,C0791,CTA AHORROS SOLES,San Isidro,22/07/2013,10246.69
191-10792-15,C0792,CTA AHORROS SOLES,Surco,30/07/2022,5574.23
191-10793-22,C0793,CTA AHORROS DOLARES,Miraflores,31/08/2018,6182.33
191-10794-56,C0794,CTA AHORROS DOLARES,Miraflores,18/02/2017,13186.89
191-10795-75,C0795,CTA AHORROS DOLARES,San Isidro,04/08/2011,1751.21
191-10796-81,C0796,CTA AHORROS SOLES,Surco,28/03/2015,10111.75
191-10797-30,C0797,CTA CORRIENTE,Miraflores,10/07/2011,14946.33
191-10798-81,C0798,CTA AHORROS DOLARES,Lince,25/12/2023,9196.01
191-10799-93,C0799,CTA AHORROS SOLES,Lince,03/09/2022,7899.72
191-10800-19,C0800,CTA AHORROS DOLARES,La Molina,08/03/2019,4758.09
191-10801-33,C0801,CTA CORRIENTE,Miraflores,01/11/2020,13642.51
191-10802-14,C0802,CTA AHORROS SOLES,Lince,22/03/2018,6671.72
191-10803-49,C0803,CTA AHORROS DOLARES,La Molina,21/01/2016,8634.7
191-10804-45,C0804,CTA CORRIENTE,Lince,02/12/2023,12422.23
191-10805-47,C0805,CTA CORRIENTE,Lince,08/04/2011,10437.85
191-10806-15,C0806,CTA CORRIENTE,San Isidro,29/12/2013,8346.27
191-10807-30,C0807,CTA CORRIENTE,San Isidro,04/09/2020,5970.32
191-10808-81,C0808,CTA AHORROS SOLES,Surco,05/02/2021,9782.38
191-10809-80,C0809,CTA CORRIENTE,Callao,11/07/2019,4924.5
191-10810-86,C0810,CTA CORRIENTE,San Isidro,17/01/2024,4829.26
191-10811-37,C0811,CTA AHORROS SOLES,La Molina,18/01/2016,3381.35
191-10812-94,C0812,CTA AHORROS SOLES,Cajamarca,01/03/2014,4076.84
191-10813-79,C0813,CTA AHORROS DOLARES,Cajamarca,09/11/2013,8793.19
191-10814-37,C0814,CTA AHORROS SOLES,La Molina,23/07/2016,2091.49
191-10815-27,C0815,CTA CORRIENTE,Miraflores,09/09/2022,4956.85
191-10816-23,C0816,CTA AHORROS SOLES,San Isidro,30/10/2012,14745.45
191-10817-80,C0817,CTA CORRIENTE,San Isidro,25/07/2019,3768.24
191-10818-71,C0818,CTA AHORROS DOLARES,La Molina,21/05/2012,14347.55
191-10819-78,C0819,CTA AHORROS SOLES,Surco,12/06/2012,12522.81
191-10820-93,C0820,CTA AHORROS SOLES,La Molina,04/09/2023,12099.98
191-10821-67,C0821,CTA AHORROS SOLES,Lince,25/01/2014,8180.92
191-10822-17,C0822,CTA AHORROS SOLES,Cajamarca,11/11/2018,6984.13
191-10823-93,C0823,CTA AHORROS DOLARES,Callao,30/07/2019,861.7
191-10824-24,C0824,CTA AHORROS SOLES,San Isidro,04/05/2018,14213.6
191-10825-36,C0825,CTA CORRIENTE,Miraflores,02/09/2019,9276.54
191-10826-90,C0826,CTA AHORROS SOLES,Surco,24/03/2012,4035.46
191-10827-23,C0827,CTA CORRIENTE,Cajamarca,12/10/2018,6801.5
191-10828-61,C0828,CTA AHORROS DOLARES,La Molina,05/03/2011,5153.31
191-10829-92,C0829,CTA CORRIENTE,Miraflores,07/06/2024,6327.77
191-10830-56,C0830,CTA AHORROS SOLES,Callao,27/09/2019,12631.15
191-10831-13,C0831,CTA CORRIENTE,Lince,23/10/2020,13175.6
191-10832-30,C0832,CTA AHORROS SOLES,Cajamarca,30/04/2015,1934.27
191-10833-34,C0833,CTA CORRIENTE,Callao,28/10/2018,2935.74
191-10834-70,C0834,CTA AHORROS SOLES,Miraflores,07/07/2010,10847.12
191-10835-56,C0835,CTA AHORROS SOLES,San Isidro,23/10/2022,14331.01
191-10836-26,C0836,CTA AHORROS SOLES,Miraflores,24/03/2014,5966.95
191-10837-28,C0837,CTA AHORROS SOLES,Callao,08/01/2010,628.63
191-10838-45,C0838,CTA AHORROS SOLES,La Molina,20/05/2016,7928.62
191-10839-67,C0839,CTA AHORROS DOLARES,Cajamarca,10/10/2014,7026.71
191-10840-31,C0840,CTA AHORROS DOLARES,Lince,06/02/2014,6347.36
191-10841-81,C0841,CTA CORRIENTE,Lince,01/11/2020,6381.6
191-10842-47,C0842,CTA CORRIENTE,La Molina,11/12/2019,2691.8
191-10843-11,C0843,CTA AHORROS DOLARES,La Molina,03/02/2019,2661.53
191-10844-90,C0844,CTA CORRIENTE,Lince,14/06/2012,7277.44
191-10845-23,C0845,CTA AHORROS DOLARES,Surco,08/10/2018,9518.36
191-10846-48,C0846,CTA AHORROS SOLES,Callao,31/08/2015,6335.38
191-10847-56,C0847,CTA AHORROS SOLES,La Molina,24/08/2023,6635.63
191-10848-66,C0848,CTA AHORROS SOLES,San Isidro,25/10/2016,13142.57
191-10849-58,C0849,CTA AHORROS SOLES,Surco,07/01/2019,10570.3
191-10850-35,C0850,CTA CORRIENTE,Miraflores,15/12/2011,6389.77
191-10851-76,C0851,CTA AHORROS DOLARES,Cajamarca,12/02/2017,11351.93
191-10852-51,C0852,CTA CORRIENTE,Miraflores,04/04/2020,7306.97
191-10853-99,C0853,CTA AHORROS SOLES,Surco,22/10/2021,12802.66
191-10854-26,C0854,CTA AHORROS SOLES,Callao,02/01/2010,10563.4
191-10855-49,C0855,CTA AHORROS SOLES,Surco,15/11/2016,3526.41
191-10856-92,C0856,CTA AHORROS DOLARES,San Isidro,01/04/2014,1121.62
191-10857-16,C0857,CTA CORRIENTE,San Isidro,09/01/2016,9642.81
191-10858-16,C0858,CTA AHORROS DOLARES,Miraflores,21/06/2013,11483.44
191-10859-65,C0859,CTA CORRIENTE,Cajamarca,30/04/2021,1524.01
191-10860-87,C0860,CTA AHORROS SOLES,La Molina,02/05/2020,3248.56
191-10861-75,C0861,CTA AHORROS SOLES,San Isidro,05/05/2012,12591.91
191-10862-74,C0862,CTA AHORROS DOLARES,San Isidro,07/07/2021,11409.08
191-10863-70,C0863,CTA AHORROS SOLES,Lince,16/07/2011,12054.61
191-10864-42,C0864,CTA AHORROS SOLES,Callao,04/06/2020,3794.96
191-10865-16,C0865,CTA AHORROS SOLES,San Isidro,13/08/2021,13307.81
191-10866-45,C0866,CTA CORRIENTE,Surco,26/12/2022,2828.3
191-10867-49,C0867,CTA AHORROS DOLARES,Callao,20/06/2018,10577.78
191-10868-34,C0868,CTA AHORROS SOLES,La Molina,07/12/2021,7250.57
191-10869-71,C0869,CTA CORRIENTE,Cajamarca,12/08/2014,3598.44
191-10870-21,C0870,CTA AHORROS DOLARES,La Molina,05/05/2012,14701.74
191-10871-44,C0871,CTA AHORROS SOLES,Lince,01/10/2019,13696.1
191-10872-89,C0872,CTA AHORROS SOLES,Surco,27/02/2021,11167.27
191-10873-23,C0873,CTA AHORROS DOLARES,Surco,10/02/2016,14166.84
191-10874-23,C0874,CTA CORRIENTE,La Molina,02/04/2015,685.7
191-10875-67,C0875,CTA AHORROS SOLES,San Isidro,30/09/2011,4510.15
191-10876-55,C0876,CTA AHORROS SOLES,Cajamarca,05/09/2010,10264.35
191-10877-81,C0877,CTA AHORROS DOLARES,Lince,24/11/2010,5910.28
191-10878-91,C0878,CTA AHORROS SOLES,Lince,08/09/2017,8999.18
191-10879-82,C0879,CTA AHORROS SOLES,Lince,23/10/2012,2321.05
191-10880-67,C0880,CTA AHORROS DOLARES,Lince,20/10/2019,9201.44
191-10881-92,C0881,CTA AHORROS DOLARES,San Isidro,31/10/2023,8458.5
191-10882-63,C0882,CTA AHORROS SOLES,Callao,04/03/2021,6925.56
191-10883-78,C0883,CTA AHORROS SOLES,La Molina,07/06/2023,1207.43
191-10884-16,C0884,CTA AHORROS DOLARES,La Molina,01/10/2017,3029.5
191-10885-95,C0885,CTA AHORROS SOLES,La Molina,29/08/2024,4137.56
191-10886-64,C0886,CTA AHORROS SOLES,San Isidro,12/07/2010,3526.01
191-10887-62,C0887,CTA CORRIENTE,Cajamarca,02/08/2016,8870.75
191-10888-30,C0888,CTA CORRIENTE,Miraflores,21/12/2022,11069.65
191-10889-98,C0889,CTA CORRIENTE,Cajamarca,21/04/2020,13147.55
191-10890-53,C0890,CTA AHORROS SOLES,Callao,03/03/2024,13599.65
191-10891-15,C0891,CTA AHORROS SOLES,Callao,28/02/2018,6157.44
191-10892-43,C0892,CTA AHORROS SOLES,San Isidro,12/04/2013,8479.75
191-10893-69,C0893,CTA AHORROS SOLES,Miraflores,18/04/2018,6841.35
191-10894-31,C0894,CTA AHORROS SOLES,Miraflores,06/06/2018,4479.67
191-10895-34,C0895,CTA AHORROS SOLES,La Molina,14/09/2019,3460.56
191-10896-41,C0896,CTA AHORROS SOLES,Callao,18/05/2022,10714.31
191-10897-91,C0897,CTA AHORROS SOLES,Lince,15/10/2020,11363.61
191-10898-28,C0898,CTA AHORROS SOLES,Surco,17/12/2017,1122.73
191-10899-94,C0899,CTA AHORROS DOLARES,Surco,13/09/2022,9232.63
191-10900-82,C0900,CTA AHORROS DOLARES,Surco,28/07/2014,4003.46
191-10901-23,C0901,CTA AHORROS SOLES,San Isidro,23/04/2017,12068.46
191-10902-86,C0902,CTA AHORROS DOLARES,Lince,08/04/2020,14547.76
191-10903-45,C0903,CTA AHORROS DOLARES,Callao,02/06/2023,13695.43
191-10904-33,C0904,CTA AHORROS SOLES,La Molina,20/10/2011,13989.31
191-10905-83,C0905,CTA CORRIENTE,Callao,20/03/2024,4420.91
191-10906-27,C0906,CTA AHORROS SOLES,San Isidro,06/08/2020,5885.31
191-10907-61,C0907,CTA AHORROS SOLES,Miraflores,01/11/2016,5819.12
191-10908-99,C0908,CTA AHORROS SOLES,La Molina,05/01/2022,12587.4
191-10909-22,C0909,CTA AHORROS SOLES,La Molina,16/07/2021,4354.33
191-10910-26,C0910,CTA AHORROS SOLES,Cajamarca,23/06/2015,3258.25
191-10911-34,C0911,CTA AHORROS SOLES,San Isidro,12/11/2020,8658.65
191-10912-78,C0912,CTA AHORROS SOLES,Callao,12/11/2012,10501.27
191-10913-27,C0913,CTA AHORROS DOLARES,Cajamarca,03/03/2013,13236.29
191-10914-40,C0914,CTA AHORROS SOLES,Cajamarca,25/05/2020,8074.36
191-10915-17,C0915,CTA AHORROS DOLARES,Miraflores,25/10/2014,7518.33
191-10916-80,C0916,CTA AHORROS SOLES,Miraflores,25/11/2018,8796.83
191-10917-65,C0917,CTA CORRIENTE,Callao,23/08/2017,4958.27
191-10918-96,C0918,CTA AHORROS SOLES,San Isidro,04/10/2016,12343.19
191-10919-31,C0919,CTA AHORROS DOLARES,Lince,01/12/2018,12095.56
191-10920-13,C0920,CTA AHORROS DOLARES,Miraflores,08/09/2010,3347.17
191-10921-15,C0921,CTA AHORROS SOLES,San Isidro,13/06/2010,7260.16
191-10922-42,C0922,CTA AHORROS DOLARES,Cajamarca,28/12/2021,6605.84
191-10923-56,C0923,CTA AHORROS SOLES,San Isidro,04/04/2020,1045.42
191-10924-32,C0924,CTA AHORROS SOLES,Surco,02/11/2014,1140.45
191-10925-94,C0925,CTA CORRIENTE,Miraflores,17/06/2011,13857.27
191-10926-93,C0926,CTA AHORROS DOLARES,Lince,21/11/2012,14361.19
191-10927-60,C0927,CTA AHORROS DOLARES,Lince,06/01/2020,3789.56
191-10928-13,C0928,CTA AHORROS SOLES,Callao,31/10/2018,7513.8
191-10929-89,C0929,CTA AHORROS DOLARES,Cajamarca,08/05/2016,864.7
191-10930-22,C0930,CTA AHORROS DOLARES,Cajamarca,08/03/2021,8578.88
191-10931-83,C0931,CTA CORRIENTE,Cajamarca,30/03/2022,7145.8
191-10932-77,C0932,CTA AHORROS DOLARES,Cajamarca,09/07/2024,6469.0
191-10933-13,C0933,CTA CORRIENTE,La Molina,06/07/2022,9147.16
191-10934-61,C0934,CTA AHORROS DOLARES,Miraflores,14/03/2018,9521.95
191-10935-21,C0935,CTA CORRIENTE,La Molina,05/12/2013,12916.2
191-10936-73,C0936,CTA CORRIENTE,Lince,29/09/2017,7767.49
191-10937-21,C0937,CTA AHORROS SOLES,San Isidro,27/09/2020,14905.71
191-10938-72,C0938,CTA AHORROS DOLARES,La Molina,13/12/2015,11310.68
191-10939-36,C0939,CTA AHORROS DOLARES,La Molina,03/06/2019,13265.08
191-10940-58,C0940,CTA AHORROS SOLES,La Molina,11/02/2016,2743.94
191-10941-83,C0941,CTA AHORROS SOLES,Callao,15/08/2017,8293.88
191-10942-90,C0942,CTA AHORROS DOLARES,La Molina,07/08/2014,4155.71
191-10943-18,C0943,CTA CORRIENTE,San Isidro,28/06/2012,10623.51
191-10944-75,C0944,CTA CORRIENTE,San Isidro,25/01/2023,5178.04
191-10945-34,C0945,CTA AHORROS DOLARES,Lince,07/12/2024,12710.52
191-10946-94,C0946,CTA AHORROS SOLES,Callao,28/04/2011,1626.68
191-10947-30,C0947,CTA AHORROS DOLARES,Callao,02/02/2014,2298.34
191-10948-46,C0948,CTA AHORROS SOLES,La Molina,10/05/2022,10537.96
191-10949-41,C0949,CTA AHORROS DOLARES,San Isidro,05/06/2018,10346.02
191-10950-12,C0950,CTA AHORROS SOLES,Cajamarca,17/06/2010,14911.44
191-10951-11,C0951,CTA AHORROS SOLES,Lince,03/09/2013,9281.85
191-10952-50,C0952,CTA CORRIENTE,Callao,16/12/2018,13094.65
191-10953-80,C0953,CTA AHORROS DOLARES,La Molina,13/02/2013,14445.87
191-10954-79,C0954,CTA AHORROS SOLES,La Molina,21/07/2020,11808.49
191-10955-48,C0955,CTA AHORROS SOLES,Lince,30/01/2012,5420.03
191-10956-44,C0956,CTA AHORROS SOLES,Surco,31/05/2017,8947.1
191-10957-81,C0957,CTA AHORROS SOLES,Surco,07/10/2021,13323.43
191-10958-21,C0958,CTA CORRIENTE,Lince,07/07/2014,14731.03
191-10959-32,C0959,CTA AHORROS SOLES,Lince,01/02/2019,760.0
191-10960-50,C0960,CTA AHORROS DOLARES,Lince,05/10/2014,871.87
191-10961-30,C0961,CTA CORRIENTE,Miraflores,05/01/2020,1620.67
191-10962-91,C0962,CTA AHORROS DOLARES,San Isidro,18/05/2021,3863.2
191-10963-42,C0963,CTA AHORROS DOLARES,San Isidro,18/08/2021,3457.15
191-10964-56,C0964,CTA AHORROS SOLES,Miraflores,12/10/2023,11754.97
191-10965-38,C0965,CTA AHORROS SOLES,San Isidro,26/07/2024,13046.25
191-10966-33,C0966,CTA CORRIENTE,Lince,12/04/2022,12788.9
191-10967-44,C0967,CTA CORRIENTE,Surco,18/06/2013,13666.94
191-10968-75,C0968,CTA AHORROS DOLARES,Cajamarca,26/04/2019,10426.48
191-10969-95,C0969,CTA AHORROS DOLARES,San Isidro,30/09/2012,2563.81
191-10970-45,C0970,CTA AHORROS SOLES,San Isidro,28/12/2013,9083.97
191-10971-58,C0971,CTA AHORROS SOLES,La Molina,21/01/2020,3960.77
191-10972-39,C0972,CTA AHORROS SOLES,Callao,01/05/2013,6443.73
191-10973-15,C0973,CTA CORRIENTE,San Isidro,26/06/2022,6003.23
191-10974-71,C0974,CTA AHORROS SOLES,Callao,20/07/2018,7213.8
191-10975-25,C0975,CTA AHORROS DOLARES,Surco,14/04/2020,13358.23
191-10976-65,C0976,CTA AHORROS DOLARES,Callao,16/08/2019,6948.13
191-10977-99,C0977,CTA AHORROS DOLARES,Cajamarca,15/01/2015,827.91
191-10978-40,C0978,CTA AHORROS SOLES,Surco,14/11/2024,943.67
191-10979-66,C0979,CTA AHORROS SOLES,Lince,19/12/2022,13641.95
191-10980-58,C0980,CTA CORRIENTE,Lince,04/04/2022,9656.4
191-10981-24,C0981,CTA AHORROS DOLARES,San Isidro,23/11/2017,8148.51
191-10982-24,C0982,CTA AHORROS DOLARES,San Isidro,02/09/2022,2300.12
191-10983-98,C0983,CTA AHORROS DOLARES,Surco,07/07/2024,5323.55
191-10984-58,C0984,CTA CORRIENTE,Callao,12/07/2020,4787.0
191-10985-89,C0985,CTA CORRIENTE,Callao,21/01/2019,6434.84
191-10986-67,C0986,CTA AHORROS DOLARES,Miraflores,07/08/2012,14201.96
191-10987-43,C0987,CTA AHORROS SOLES,Cajamarca,06/12/2016,3439.64
191-10988-99,C0988,CTA AHORROS SOLES,Callao,14/10/2015,14311.32
191-10989-35,C0989,CTA AHORROS SOLES,Callao,11/08/2011,9949.33
191-10990-46,C0990,CTA AHORROS SOLES,Miraflores,19/03/2010,10357.6
191-10991-81,C0991,CTA CORRIENTE,Lince,26/08/2021,9356.7
191-10992-25,C0992,CTA AHORROS SOLES,Callao,10/10/2013,4797.15
191-10993-75,C0993,CTA AHORROS SOLES,San Isidro,17/05/2012,14295.87
191-10994-21,C0994,CTA AHORROS SOLES,Callao,17/02/2020,11758.82
191-10995-71,C0995,CTA CORRIENTE,Surco,21/11/2010,1846.66
191-10996-38,C0996,CTA AHORROS SOLES,Surco,24/08/2020,6746.72
191-10997-48,C0997,CTA AHORROS SOLES,Miraflores,20/05/2019,7123.86
191-10998-54,C0998,CTA AHORROS SOLES,San Isidro,21/08/2019,10351.89
191-10999-20,C0999,CTA AHORROS SOLES,Lince,19/01/2015,10510.15
191-11000-65,C1000,CTA CORRIENTE,Miraflores,24/12/2023,9180.2
